customer_id,store_id,first_name,last_name,email,address_id,active,create_date,last_update,full_name,customer_status,email_domain
118,1,KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,122,1,14-02-2006 22:04,15-02-2006 04:57,KIM CRUZ,Active,sakilacustomer.org
119,1,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,1,14-02-2006 22:04,15-02-2006 04:57,SHERRY MARSHALL,Active,sakilacustomer.org
120,2,SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,124,1,14-02-2006 22:04,15-02-2006 04:57,SYLVIA ORTIZ,Active,sakilacustomer.org
121,1,JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,125,1,14-02-2006 22:04,15-02-2006 04:57,JOSEPHINE GOMEZ,Active,sakilacustomer.org
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,1,14-02-2006 22:04,15-02-2006 04:57,THELMA MURRAY,Active,sakilacustomer.org
123,2,SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,127,1,14-02-2006 22:04,15-02-2006 04:57,SHANNON FREEMAN,Active,sakilacustomer.org
124,1,SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,128,0,14-02-2006 22:04,15-02-2006 04:57,SHEILA WELLS,Inactive,sakilacustomer.org
125,1,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,1,14-02-2006 22:04,15-02-2006 04:57,ETHEL WEBB,Active,sakilacustomer.org
126,1,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,1,14-02-2006 22:04,15-02-2006 04:57,ELLEN SIMPSON,Active,sakilacustomer.org
127,2,ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,131,1,14-02-2006 22:04,15-02-2006 04:57,ELAINE STEVENS,Active,sakilacustomer.org
128,1,MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,132,1,14-02-2006 22:04,15-02-2006 04:57,MARJORIE TUCKER,Active,sakilacustomer.org
129,1,CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,133,1,14-02-2006 22:04,15-02-2006 04:57,CARRIE PORTER,Active,sakilacustomer.org
130,1,CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,134,1,14-02-2006 22:04,15-02-2006 04:57,CHARLOTTE HUNTER,Active,sakilacustomer.org
131,2,MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,135,1,14-02-2006 22:04,15-02-2006 04:57,MONICA HICKS,Active,sakilacustomer.org
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,136,1,14-02-2006 22:04,15-02-2006 04:57,ESTHER CRAWFORD,Active,sakilacustomer.org
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,1,14-02-2006 22:04,15-02-2006 04:57,PAULINE HENRY,Active,sakilacustomer.org
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,138,1,14-02-2006 22:04,15-02-2006 04:57,EMMA BOYD,Active,sakilacustomer.org
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,1,14-02-2006 22:04,15-02-2006 04:57,JUANITA MASON,Active,sakilacustomer.org
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,140,1,14-02-2006 22:04,15-02-2006 04:57,ANITA MORALES,Active,sakilacustomer.org
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,1,14-02-2006 22:04,15-02-2006 04:57,RHONDA KENNEDY,Active,sakilacustomer.org
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,1,14-02-2006 22:04,15-02-2006 04:57,HAZEL WARREN,Active,sakilacustomer.org
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,1,14-02-2006 22:04,15-02-2006 04:57,AMBER DIXON,Active,sakilacustomer.org
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,144,1,14-02-2006 22:04,15-02-2006 04:57,EVA RAMOS,Active,sakilacustomer.org
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,1,14-02-2006 22:04,15-02-2006 04:57,DEBBIE REYES,Active,sakilacustomer.org
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,146,1,14-02-2006 22:04,15-02-2006 04:57,APRIL BURNS,Active,sakilacustomer.org
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,147,1,14-02-2006 22:04,15-02-2006 04:57,LESLIE GORDON,Active,sakilacustomer.org
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,148,1,14-02-2006 22:04,15-02-2006 04:57,CLARA SHAW,Active,sakilacustomer.org
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,1,14-02-2006 22:04,15-02-2006 04:57,LUCILLE HOLMES,Active,sakilacustomer.org
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,150,1,14-02-2006 22:04,15-02-2006 04:57,JAMIE RICE,Active,sakilacustomer.org
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,151,1,14-02-2006 22:04,15-02-2006 04:57,JOANNE ROBERTSON,Active,sakilacustomer.org
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,1,14-02-2006 22:04,15-02-2006 04:57,ELEANOR HUNT,Active,sakilacustomer.org
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,153,1,14-02-2006 22:04,15-02-2006 04:57,VALERIE BLACK,Active,sakilacustomer.org
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,154,1,14-02-2006 22:04,15-02-2006 04:57,DANIELLE DANIELS,Active,sakilacustomer.org
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,155,1,14-02-2006 22:04,15-02-2006 04:57,MEGAN PALMER,Active,sakilacustomer.org
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,156,1,14-02-2006 22:04,15-02-2006 04:57,ALICIA MILLS,Active,sakilacustomer.org
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,1,14-02-2006 22:04,15-02-2006 04:57,SUZANNE NICHOLS,Active,sakilacustomer.org
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,158,1,14-02-2006 22:04,15-02-2006 04:57,MICHELE GRANT,Active,sakilacustomer.org
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,159,1,14-02-2006 22:04,15-02-2006 04:57,GAIL KNIGHT,Active,sakilacustomer.org
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,160,1,14-02-2006 22:04,15-02-2006 04:57,BERTHA FERGUSON,Active,sakilacustomer.org
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,1,14-02-2006 22:04,15-02-2006 04:57,DARLENE ROSE,Active,sakilacustomer.org
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1,14-02-2006 22:04,15-02-2006 04:57,VERONICA STONE,Active,sakilacustomer.org
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,163,1,14-02-2006 22:04,15-02-2006 04:57,JILL HAWKINS,Active,sakilacustomer.org
